year,ind2d,sale_D,cogs_D,xsga_D,kexp,theta_WI1_ct,theta_WI1_kt,theta_WI2_ct,theta_WI2_xt,theta_WI2_kt,ratio_DLEU_PF1_cap_noncap,ratio_DLEU_PF2_cap_noncap,ratio_DLEU_CS_cap_noncap,ratio_DLEU_PS_profits_go
2008,32,4203373295.906445,2795813913.618015,615064799.7784653,356164687.7775649,.80038792,.30822781,.66943061,.40561327,.18059234,.38509804,.16798602,.10442021,.1038047
2009,32,3310944710,2090803895,584488666,374489139.3477821,.78745759,.30814812,.6529547,.44255146,.1645973,.39132026,.15024772,.13998063,.078878701
2010,32,3859945488.60363,2486347251.942295,614750193.6165009,386490033.9390434,.7853381,.28787276,.64086425,.48569629,.1551103,.36655903,.13768484,.12463009,.096467167
2011,32,4314281318.445618,2841967343.094604,619312960.3709869,360177370.3258098,.79831344,.28934619,.64681286,.45612976,.16067252,.36244684,.14567623,.104059,.11423076
2012,32,4326638151.706215,2880794551.655872,625561820.4793243,394379155.1811634,.81789434,.28388545,.67297477,.32517651,.17486858,.34709305,.17519246,.11247549,.098437309
2013,32,4241239268.731843,2829931242.335941,628460736.2783279,423219350.1613358,.83930224,.29736325,.70670229,.3028318,.17605764,.35429817,.17439494,.1223746,.084793128
2014,32,3929250521.141373,2614947348.114697,604194609.2603836,402349662.8574719,.85129088,.27694392,.71705002,.29977238,.16154335,.32532233,.15887077,.12498662,.078325093
2015,32,3275346976.324211,2092649457.232841,575811560.906044,390351820.3395072,.86592799,.26491523,.73632413,.29326731,.14944194,.30593216,.14514683,.14628351,.066110291
2016,32,3042858231.432877,1892823201.761852,560573350.5088654,409811515.5487144,.88326561,.23756669,.75727183,.24595241,.14298099,.26896405,.14252147,.16703843,.059039939
1955,33,329157464.4248047,243678237.2333984,24451440.32116699,20242407.55276489,.87291384,.16856587,.73313153,.23369469,.11558478,.19310711,.11955073,.075494841,.12390842
1956,33,325056126.625,246580197.5458984,26572180.9753418,21252035.93334961,.87291384,.16856587,.73313153,.23369469,.11558478,.19310711,.11955073,.077802859,.094296679
1957,33,343046697.6992188,261357164.9042969,29178087.02246094,24092043.61218262,.87291384,.16856587,.73313153,.23369469,.11558478,.19310711,.11955073,.082922965,.082844123
1958,33,302372357.1328125,233996754.5097656,28473035.23551941,23893942.14953613,.87291384,.16856587,.73313153,.23369469,.11558478,.19310711,.11955073,.091035016,.052943416
1959,33,350848360.4345703,264158258.8896484,33487951.06614685,32370561.11952972,.87291384,.16856587,.73313153,.23369469,.11558478,.19310711,.11955073,.10875516,.05937491
1960,33,388091263.9550781,296733102.9853516,37330962.26383972,34955053.57226563,.87291384,.16856587,.73313153,.23369469,.11558478,.19310711,.11955073,.10463578,.049143452
1961,33,380987081.019043,288186140.0300293,39978046.70278931,34926422.78445435,.87291384,.16856587,.73313153,.23369469,.11558478,.19310711,.11955073,.10642972,.046973959
1962,33,446918512.5227051,337283203.2445068,44613922.36572266,38777919.27685165,.87291384,.16856587,.73313153,.23369469,.11558478,.19310711,.11955073,.10154022,.058720924
1963,33,486210870.2463379,364597513.5131836,48264405.71856689,42919265.15618515,.87291384,.16856587,.73313153,.23369469,.11558478,.19310711,.11955073,.10395549,.062585369
1964,33,527148029.5817871,394254276.3950195,53908124.67590332,46258221.20558929,.87291384,.16856587,.73313153,.23369469,.11558478,.19310711,.11955073,.10321754,.062083904
1965,33,600562457.9335938,449782193.9912109,59686425.59210205,51344120.76711273,.87291384,.16856587,.73313153,.23369469,.11558478,.19310711,.11955073,.10077975,.066187486
1966,33,643074257.2973633,484098018.0543213,66113456.33892822,55976828.13697815,.87291384,.16856587,.73313153,.23369469,.11558478,.19310711,.11955073,.10173693,.057358779
1967,33,648086782.5292969,493575005.8007813,70868638.44958496,54227438.07876587,.87291384,.16856587,.73313153,.23369469,.11558478,.19310711,.11955073,.096072368,.04538852
1968,33,733241457.734375,552849569.0905762,80968727.26708984,60145297.73007584,.87291384,.16856587,.73313153,.23369469,.11558478,.19310711,.11955073,.094893597,.053567436
1969,33,799339672.6787109,597185901.9116211,92718592.81176758,76729145.54663086,.87291384,.16856587,.73313153,.23369469,.11558478,.19310711,.11955073,.11121705,.040916312
1970,33,761419350.9697266,578301471.2143555,95086377.30700684,72207115.13793182,.88119876,.173666,.71808368,.27121142,.10879182,.19707926,.10996903,.10722961,.020782748
1971,33,801904800.3891602,605167525.315918,96331890.36962891,60305077.89764023,.88024741,.24424587,.72174823,.28795692,.13849676,.27747411,.13716555,.085965969,.050006319
1972,33,891365175.248291,671102649.4921875,105614160.8480835,64308181.49504852,.88082629,.26992658,.72755289,.30563459,.14238152,.306447,.13780802,.08279489,.056475375
1973,33,1044791175.084702,789189570.1091461,122340965.1560364,86059375.06011009,.88385153,.24333648,.73034757,.29737401,.12335263,.27531376,.12002534,.094411947,.045177702
1974,33,1157824266.63269,887901110.3981781,136875615.7900543,81447642.06734085,.88570035,.24386378,.72592729,.29850137,.12054895,.27533442,.11767432,.079478428,.044566263
1975,33,1127981246.515381,868714381.4265442,138401915.0010681,52014376.33041811,.88253778,.24166718,.71941042,.32410598,.11820739,.27383211,.11327794,.051646844,.061038759
1976,33,1239792058.342468,942931870.1425171,149739548.5458374,71552387.57671547,.87883586,.22717838,.71221203,.33170125,.096108645,.25849921,.092065737,.065483898,.060952362
1977,33,1343504944.587585,1023064624.112366,162631798.3466492,73496194.01337671,.87296301,.2144053,.705899,.33480445,.090204492,.24560639,.086676463,.061985675,.062755503
1978,33,1456933631.948303,1095122344.262711,185672654.9136505,89096199.25371075,.86421728,.22465169,.6991663,.34072787,.09361425,.25994816,.090022862,.069563203,.059743583
1979,33,1526546674.731415,1154566756.521255,197042916.0428009,105478633.0298281,.85662574,.21612303,.69834232,.33992228,.089778617,.25229573,.086469881,.078039274,.045500323
1980,33,1483908933.426331,1122241667.863159,209686002.3338776,118560716.5361528,.85306984,.19893374,.69842994,.34960252,.075544745,.23319748,.072082445,.089014381,.022521965
1981,33,1459725106.047791,1094559703.603577,209371510.4344656,140956207.974905,.85729122,.20474492,.70348901,.35778081,.076329507,.23882774,.071922809,.10810095,.010164711
1982,33,1303438196.533676,977060475.6266022,205849659.7858505,130483622.6185548,.8603301,.20831026,.70981872,.3231104,.096083097,.2421283,.093020029,.1103073,-.0076379236
1983,33,1388039175.010936,1031728652.604412,215533857.9206238,126827009.7203083,.85501152,.21524259,.7054646,.3281478,.10664782,.25174233,.1031797,.10168429,.0100499
1984,33,1512799673.62706,1109476694.466743,230411945.4454803,140008507.8799958,.84835994,.22573695,.7002306,.33977866,.11296409,.26608628,.10861836,.10449264,.021749428
1985,33,1615187788.366371,1190397622.134083,253942681.0074081,139853405.4631248,.84690112,.2462786,.69936395,.32092836,.13436095,.29079971,.13168868,.096828572,.019189149
1986,33,1671347241.645836,1233087476.120167,268722703.1783752,149594314.900147,.84019858,.24397644,.69476575,.33131665,.13044417,.29037949,.12712836,.099609338,.011932139
1987,33,1882165856.865669,1369217313.306976,307134353.3727951,160238687.7019784,.83397186,.24626584,.6880343,.33958483,.12421326,.29529276,.12087481,.095587753,.024214393
1988,33,1877767054.188282,1308827903.474014,331912974.4373703,153739113.8623657,.83269733,.25396028,.68724072,.34679851,.11401498,.30498511,.11026175,.093701035,.044354308
1989,33,1909400338.295033,1323883683.757065,345922861.2312069,174735303.437932,.82758331,.26065865,.6818881,.34066987,.11525781,.31496364,.11271518,.10464404,.03396799
1990,33,1994450854.242035,1387893795.403458,385556447.5530205,178608203.5228463,.82267022,.25555199,.681692,.3714641,.090782285,.31063724,.086200215,.10071227,.021255178
1991,33,1942704551.701702,1365892729.560253,388731996.3444948,159771284.2363019,.82435715,.24485485,.68597776,.36420071,.088523351,.2970252,.084293626,.091057241,.014571717
1992,33,2058974539.327618,1446638025.847194,414919575.1899014,163706300.4106922,.83204287,.24955325,.69252211,.35428742,.095220089,.29992837,.090962194,.087940499,.016372537
1993,33,1994388045.856964,1382160619.982231,413545505.826437,151596464.7046714,.83142388,.23255681,.6925149,.33971682,.11220805,.27970907,.10870432,.084421642,.023608973
1994,33,2454848182.967552,1725877714.168556,447279311.8749876,211223925.1243553,.83399403,.22198567,.69827896,.33588102,.10399234,.26617178,.1005573,.09719681,.028705332
1995,33,2664085943.526901,1867859320.93829,469582838.0521126,243804937.2642511,.83221346,.20701884,.69816607,.29816556,.12489595,.2487569,.1253558,.10430416,.031094661
1996,33,2720692815.408447,1888224418.515991,495474119.0782623,241110865.863492,.83271617,.21334937,.69973886,.2847386,.14016522,.25620899,.14237525,.1011499,.035242278
1997,33,2812443128.785892,1928333811.435272,516588448.5152245,251390467.8734,.83524054,.20936505,.70590311,.3000752,.13403907,.25066438,.1332425,.10282145,.041291643
1998,33,3040040935.455322,2093464689.375809,567825976.72715,287871369.7744155,.84011191,.21401931,.71557647,.27159244,.13381097,.25475097,.13555023,.10816983,.029893972
1999,33,3112809060.647033,2113533249.962168,586341743.9139862,272011477.7351431,.84648281,.21767707,.72642052,.28524405,.12549675,.25715473,.12404976,.10074966,.04527184
2000,33,3326016074.778754,2243454344.368094,614034434.7316551,297621388.6166952,.84889728,.22893265,.73080808,.3260825,.11250699,.26968238,.10645094,.10415488,.051384572
2001,33,3183047219.898276,2225943908.353539,621640111.2771492,266549364.6078792,.84291291,.23560987,.72510505,.34960246,.092771001,.27951863,.086322092,.093605444,.021650271
2002,33,3403064000.917158,2372916495.874691,637968487.7844086,264781910.9142489,.83143044,.23822351,.71450216,.36713427,.087652944,.28652248,.081037343,.087941557,.037436001
2003,33,3626515212.644806,2513677947.27301,663549556.4460907,255189956.8339407,.82632446,.22478873,.70734805,.42333302,.080914959,.27203447,.071563028,.080318443,.053521834
2004,33,4005002260.865128,2769807678.191093,686206902.7093201,243411891.3413178,.81922531,.22296427,.69761974,.43098015,.091503717,.27216476,.081077196,.070431381,.076298527
2005,33,3969168851.52693,2774981703.997187,668590820.8071594,273344250.8075771,.81686932,.19070296,.69614196,.38902643,.07062193,.2334559,.065079235,.079378098,.063552871
2006,33,4282866254.88472,2998734967.239262,709214679.6512909,331109670.7767309,.81558055,.15800709,.69718212,.38183782,.072927095,.19373572,.067586422,.089297242,.056926116
2007,33,4573669260.354443,3192701949.664749,744774497.0015411,347663869.6465604,.8167991,.15998846,.69929588,.39600244,.071842037,.19587247,.065591298,.088296115,.063084789
2008,33,4479138773.898127,3163728608.883316,763011565.9897156,284193256.5808506,.82011533,.15928315,.69729453,.39722314,.06957911,.19422042,.063570566,.072373837,.059878774
2009,33,3853457124,2723315794,703037033,279289867.3121185,.82522708,.14499168,.6953215,.40864575,.063265324,.17569913,.057307247,.081512287,.038358916
2010,33,4375170104.446075,3020609241.539913,732608510.5980225,272420527.7291708,.82509869,.19161059,.68812114,.41434368,.10445211,.23222747,.094744168,.072583191,.079889879
2011,33,4683804144.597107,3277224380.215576,763718957.2496948,258119577.3081235,.82742548,.24242319,.68595374,.43233967,.12691513,.29298493,.11349001,.06387607,.082142897
2012,33,4736472304.642189,3319394250.395714,774926617.2501593,274447419.0580802,.8336826,.23954943,.69068366,.39631376,.1127352,.28733888,.10371248,.067031242,.077632464
2013,33,4745880098.635984,3302620488.148615,775578227.3590698,288267975.0304008,.83722764,.26859671,.69823545,.36277881,.12035887,.32081681,.11343756,.070685126,.079945847
2014,33,4589977983.143443,3176199970.78766,739444831.9900112,278376766.327439,.83782899,.27943605,.70463377,.3683525,.11143396,.33352396,.10385404,.07109347,.08626543
2015,33,4383216545.051403,3000737178.564204,715679138.5592499,276039912.992413,.83984679,.27049416,.70981854,.36144155,.1027093,.32207561,.095877089,.074275829,.089149214
2016,33,4191061238.241678,2838835429.98297,694240979.0743275,281629462.093286,.847296,.26526198,.71754229,.33327302,.084491983,.31306884,.080406122,.079712249,.089799538
1955,42,8735699.046875,6673608.4609375,948708.0927734375,442231.5812988281,.87725627,.11792457,.68826509,.24505818,.097071186,.13442431,.10400596,.058018003,.076828532
1956,42,10487880.68164063,8049409.485839844,1166128.021850586,504927.8695068359,.87725627,.11792457,.68826509,.24505818,.097071186,.13442431,.10400596,.054790929,.073171631
1957,42,11060450.8359375,8463398.623046875,1306225.546142578,629208.9884033203,.87725627,.11792457,.68826509,.24505818,.097071186,.13442431,.10400596,.064404629,.059818327
1958,42,12317647.10742188,9540235.06640625,1501117.616821289,795575.3227081299,.87725627,.11792457,.68826509,.24505818,.097071186,.13442431,.10400596,.072054155,.03902686
1959,42,17427998.69726563,12913993.3359375,2185420.936611176,2340156.908203125,.87725627,.11792457,.68826509,.24505818,.097071186,.13442431,.10400596,.1549833,-.00066401676
1960,42,19617212.13867188,14168971.44140625,2803684.937866211,2672016.30670166,.87725627,.11792457,.68826509,.24505818,.097071186,.13442431,.10400596,.15743065,-.001399819
1961,42,25078136.4140625,18408382.92834473,3660578.597473145,2653576.236862183,.87725627,.11792457,.68826509,.24505818,.097071186,.13442431,.10400596,.1202402,.014179628
1962,42,30122526.20361328,22557044.84216309,4156418.519042969,3174723.486816406,.87725627,.11792457,.68826509,.24505818,.097071186,.13442431,.10400596,.11884358,.0077795386
1963,42,31144557.10205078,23143042.1340332,4444617.705810547,3451946.156188965,.87725627,.11792457,.68826509,.24505818,.097071186,.13442431,.10400596,.12512645,.0033698056
1964,42,33770732.86816406,24973193.77807617,4814456.899291992,3779314.544067383,.87725627,.11792457,.68826509,.24505818,.097071186,.13442431,.10400596,.12687521,.0060338532
1965,42,34841918.41601563,25184373.48828125,5274090.672851563,4231425.934387207,.87725627,.11792457,.68826509,.24505818,.097071186,.13442431,.10400596,.13892446,.0043633739
1966,42,49374519.21679688,36742791.28515625,7393462.155273438,4700431.976013184,.87725627,.11792457,.68826509,.24505818,.097071186,.13442431,.10400596,.10649821,.010892943
1967,42,47056694.69824219,36175355.29394531,7058706.137817383,2396009.935272217,.87725627,.11792457,.68826509,.24505818,.097071186,.13442431,.10400596,.055419497,.030317117
1968,42,54807669.83496094,41541226.87988281,8558031.622680664,2701293.403869629,.87725627,.11792457,.68826509,.24505818,.097071186,.13442431,.10400596,.053918831,.036621112
1969,42,74439597.92773438,56393151.02148438,11046710.04980469,6490563.796905518,.87725627,.11792457,.68826509,.24505818,.097071186,.13442431,.10400596,.096242249,.0068400833
1970,42,73967470.0859375,56547452.53125,11435848.29541016,6188115.342437744,.8713429,.11007302,.68215668,.22619568,.10965958,.12632571,.12072362,.091024049,-.0027572403
1971,42,83707976.32226563,64943440.57226563,12204076.56103516,5382500.020507813,.8706584,.1067431,.70030594,.22170018,.094548129,.12260044,.1025461,.069768935,.014072245
1972,42,88689966.54199219,68593610.93847656,12717142.58666992,5634153.524944305,.87380129,.0801863,.72691625,.24126299,.060458716,.091767199,.06244579,.069291614,.019675951
1973,42,103281802.7575684,80234565.41015625,14372736.43572998,7096040.032569885,.88099468,.069437809,.7416513,.24375276,.053681932,.078817509,.054477077,.075005203,.015283049
1974,42,132044201.8299561,103601086.0716019,16889905.18050385,6699767.614631653,.90086228,.044031829,.7672537,.20259446,.070174344,.048877425,.072356008,.055603888,.036756199
1975,42,126314079.3985596,99947030.98046875,16506005.57861328,4165246.413085938,.9159205,.056621823,.78208083,.22540481,.064460322,.061819583,.063981384,.035767607,.045092333
1976,42,130823486.8269043,103822578.1496582,16489879.42776489,5821514.085948944,.91273654,.071310587,.78019571,.23382717,.067714982,.078128338,.066778556,.048386626,.035846125
1977,42,141577407.3518066,112945254.5045166,17326612.51776123,6197398.628583908,.91100091,.060912028,.7714026,.24020581,.058551248,.066862755,.057879362,.04757281,.036080204
1978,42,150362528.6623535,119310295.8632813,18541562.16290283,7660500.19688797,.90656853,.074119888,.76299071,.20426859,.073761649,.08175873,.076258406,.055570524,.03225651
1979,42,161536318.329895,129107338.3960114,19441958.69668579,9276737.9270401,.89584273,.084737033,.74407166,.24477163,.0697359,.094589181,.070522703,.062448885,.022968724
1980,42,161435608.5926819,128782864.9676208,19962768.1986618,10502052.27519703,.89108628,.10267857,.74085844,.28700566,.066123046,.11522853,.064330533,.070604108,.013552915
1981,42,162913749.4984741,130239925.3215637,19848207.12473297,12885649.63908339,.88478696,.10043173,.73224914,.28901911,.067957766,.1135095,.066542521,.08585389,-.00036849306
1982,42,152686238.2175751,122971561.3257141,19146336.67174768,12391088.21461535,.88826811,.11691184,.72890484,.27633989,.082618512,.13161774,.082187459,.087188795,-.011937867
1983,42,157521312.9597473,127130983.4451599,19501224.60596085,12641467.21416759,.8870427,.12562853,.72345054,.30298698,.077510983,.14162625,.075514562,.086212076,-.011124604
1984,42,173948982.7534866,139802151.3515015,20928448.06909943,14073984.43578053,.88520336,.14031202,.72340041,.25922963,.10794662,.15850823,.1098548,.087562568,-.0049186898
1985,42,180951018.6416321,145904767.3597717,22745179.47528076,13148584.61189377,.87554026,.1441184,.71547413,.23686329,.11957683,.16460511,.1255614,.077963762,-.0046836585
1986,42,182038231.3661308,146223231.289505,24162510.13768387,12736396.03589535,.86958218,.14005451,.70628452,.26963192,.11179338,.16105954,.11455221,.074750364,-.0059542772
1987,42,195548309.5060997,156331263.8006363,27024331.53187561,12574671.44429314,.86435634,.12008247,.70946735,.27527878,.085479923,.13892704,.086804017,.068580791,-.0019532631
1988,42,192918808.2762337,154307713.2143784,25950303.68563843,9577872.082614422,.86010212,.11961389,.71403325,.2728292,.090240717,.13906941,.091442041,.053134236,.015980398
1989,42,206765736.8692627,166230716.9681702,26972121.99703979,10771006.0569272,.85807824,.12775318,.71974158,.27448496,.082675055,.14888291,.083155148,.055749729,.013502682
1990,42,203974268.4777985,163508408.2081146,27598573.59342957,10514970.89430332,.86452377,.1142337,.73118085,.2693938,.073769152,.13213482,.073726788,.055021387,.011532415
1991,42,195156468.0132751,158024967.9049683,26716696.05859375,8666016.152892828,.88056397,.12220476,.75533819,.24512672,.080925182,.1387801,.080887578,.046908833,.008960953
1992,42,192671421.3169556,156175450.4307861,25549420.56799316,7635254.52013731,.89296907,.14163736,.77084768,.23289324,.10173892,.15861395,.10135974,.042015463,.017186232
1993,42,215380343.8617401,173285600.7300949,29253963.07759094,7505659.826354027,.90007252,.12604237,.77596891,.20565076,.095658898,.14003579,.097450063,.037057746,.024770692
1994,42,271863104.0901184,221373480.537384,35356861.08888626,8583679.008866429,.9066993,.12551248,.7791723,.19661267,.10365839,.1384279,.10623077,.033434611,.024089636
1995,42,279555504.1311951,224602566.2065125,37922193.49632263,9983168.109495163,.90580785,.11902154,.77078795,.18695047,.11142114,.13139822,.11633775,.038027529,.025209935
1996,42,312790078.5805664,253239224.8109131,42711134.02160645,8281137.50011301,.89657974,.11222935,.75909472,.17215492,.10936587,.12517498,.11743991,.027981509,.027362064
1997,42,343013355.5295715,277032596.8960266,47271414.76478577,9070910.709508896,.88732326,.10747422,.7531687,.17916425,.098654196,.12112184,.10581434,.027970392,.028099295
1998,42,369177223.8378143,298667491.4688568,51947607.89718628,9182619.424022675,.88459754,.11227129,.75668901,.1765684,.099526078,.12691794,.10664376,.026190028,.025406512
1999,42,425507940.4887962,348241945.7200279,55937239.95150757,9969231.679953992,.8730948,.11710592,.74628401,.20000042,.1021257,.13412738,.10792284,.024665376,.026696384
2000,42,427054120.5280914,352084757.3641357,53888534.15252686,9732565.19278717,.86875451,.14482774,.73976642,.22236541,.11421111,.16670732,.1187063,.023973413,.026573362
2001,42,503280490.166503,426463814.6956606,55128236.42609406,10366063.98988619,.86703748,.16037406,.73926127,.23496868,.12589654,.18496785,.12922673,.021524575,.022497147
2002,42,307051051.3939857,241394015.6127663,48285919.70469666,7855624.310891151,.86154753,.18568131,.72903115,.25224966,.13720281,.21552068,.13982013,.02711829,.030989934
2003,42,359859530.1199951,278980321.1779785,59396817.61801147,8555225.438672066,.85310739,.20290738,.70898664,.2931551,.14717624,.23784506,.1468617,.025283108,.03592281
2004,42,390280559.5070496,302446615.7848892,61798936.81109619,7910395.623799324,.85662067,.1876536,.70295113,.27216974,.13682459,.21906266,.14031552,.021717206,.046439953
2005,42,387699453.1604614,301392856.0638123,59976391.8961792,8864050.196936607,.85566813,.17384915,.70274603,.25048336,.11123564,.20317358,.11669347,.024529066,.045050759
2006,42,425600489.58815,332676259.5342331,63126097.86834717,11838486.44917297,.85733801,.16755305,.7007193,.22567438,.11254089,.19543406,.1214828,.029910095,.042198367
2007,42,465575806.3381805,360885183.0370712,72321204.7210083,13436121.21679688,.85946554,.1785078,.70584452,.22185867,.13518849,.20769629,.14572386,.031015519,.040666413
2008,42,613106909.5714149,502118327.5576334,76150614.36463928,11264063.58699995,.86055422,.10789739,.71277004,.26552933,.088974252,.12538129,.090947881,.019478936,.038449906
2009,42,481621351,386396712,67254032,12399203.55043137,.86022794,.11956145,.72799039,.26952714,.073121846,.13898811,.073303819,.027332047,.032331213
2010,42,547182532.2962494,444570138.2068558,69552253.90890503,12382628.1010834,.86012149,.095448241,.73646271,.31814963,.019418878,.11097065,.018413287,.024084982,.037789058
2011,42,761219808.1720047,643079002.9001961,77469918.56866455,13327486.82098174,.86293828,.084483013,.73343474,.34157726,.0055934633,.097901568,.0052031637,.018496297,.035920504
2012,42,750430846.052597,633849589.5194016,76596624.3026123,13744046.46195221,.87521583,.1175947,.74722433,.38161787,.022127241,.13436081,.019601714,.019345654,.034967359
2013,42,790140961.5930023,668089600.4473877,79991222.48096848,14883558.36974585,.87650341,.18022171,.73916781,.40076602,.046105854,.20561439,.04044608,.019895656,.034394596
2014,42,855603316.7052994,725011814.2064171,86517073.72607422,15110119.55206907,.88074219,.17538483,.72571129,.356305,.069892853,.19913299,.064595014,.018619325,.033852499
2015,42,576682859.9548316,463559262.3540459,75679603.38699341,15670200.53515816,.88846987,.37602597,.72278941,.3894251,.23971862,.42322874,.21553272,.02905985,.037756965
2016,42,561299065.3486633,449692291.5301971,74479738.26245117,17017320.52832222,.88621759,.441744,.71947396,.3687146,.28907508,.49845996,.26564798,.032465145,.035827097
1955,44,23879676.40625,19603998.8125,3479367.49609375,379466.2451171875,.87541902,.11178062,.73077023,.21225224,.069741912,.12768814,.07395573,.016438948,.01745601
1956,44,26943442.9375,21722746.171875,4101802.412109375,390152.375,.87541902,.11178062,.73077023,.21225224,.069741912,.12768814,.07395573,.01510781,.0270471
1957,44,28123909.171875,22631157.6875,4333413.650390625,403529.8657226563,.87541902,.11178062,.73077023,.21225224,.069741912,.12768814,.07395573,.014965188,.026874214
1958,44,30741175.9375,24585470.375,4883353.03515625,452674.4453125,.87541902,.11178062,.73077023,.21225224,.069741912,.12768814,.07395573,.01536113,.026663849
1959,44,33172247,26311423.171875,5406625.50390625,608586.115234375,.87541902,.11178062,.73077023,.21225224,.069741912,.12768814,.07395573,.019187376,.025491556
1960,44,67951584.7890625,55124032.96484375,10326412.30957031,979594.9980163574,.87541902,.11178062,.73077023,.21225224,.069741912,.12768814,.07395573,.014966972,.022391597
1961,44,69732310.9921875,56231391.3515625,10964246.69165039,973854.7301025391,.87541902,.11178062,.73077023,.21225224,.069741912,.12768814,.07395573,.014492827,.02241168
1962,44,71668960.6875,57242963.4453125,11664520.03369141,1109404.870605469,.87541902,.11178062,.73077023,.21225224,.069741912,.12768814,.07395573,.016099919,.023051435
1963,44,74213856.8046875,58984862.3671875,12409608.92504883,1267685.028320313,.87541902,.11178062,.73077023,.21225224,.069741912,.12768814,.07395573,.017756067,.020908501
1964,44,80406976.91796875,63659522.65429688,13542853.15234375,1407009.075500488,.87541902,.11178062,.73077023,.21225224,.069741912,.12768814,.07395573,.018224945,.022356169
1965,44,87065461.27734375,68657745.50488281,14942672.90820313,1622382.908660889,.87541902,.11178062,.73077023,.21225224,.069741912,.12768814,.07395573,.019406397,.021164075
1966,44,97383358.18945313,76820509.90429688,16664074.75488281,1859411.26739502,.87541902,.11178062,.73077023,.21225224,.069741912,.12768814,.07395573,.019890031,.020941589
1967,44,101542472.3867188,79582103.96484375,17889537.68493652,1877891.814025879,.87541902,.11178062,.73077023,.21225224,.069741912,.12768814,.07395573,.019266032,.021596273
1968,44,113127098.4550781,88049066.35351563,20366084.62414551,2178200.241516113,.87541902,.11178062,.73077023,.21225224,.069741912,.12768814,.07395573,.02009129,.022397351
1969,44,124000931.8339844,96291718.08398438,22491049.68603516,2771949.263183594,.87541902,.11178062,.73077023,.21225224,.069741912,.12768814,.07395573,.023336291,.01972739
1970,44,130207487.3828125,101312188.5019531,23658639.36279297,2624429.252868652,.8835513,.13163856,.70924693,.27691665,.062117577,.14898802,.062989123,.021000335,.020062059
1971,44,137063701.9804688,106485940.4316406,25240738.90185547,2315376.33404541,.87399626,.12842415,.70117849,.30328232,.062361423,.14693902,.062084477,.017577125,.022045562
1972,44,150505247.8828125,117412758.6328125,27991659.09228516,2590467.811279297,.86014944,.088351406,.69302708,.30960301,.071344122,.10271634,.071156971,.017815607,.016679566
1973,44,162231510.0751953,126291198.5488281,29809289.39331055,3468725.646697998,.84662807,.058018129,.69572401,.27114987,.074487112,.068528473,.077039123,.022221107,.016410477
1974,44,173513299.2050781,134816124.1777344,32445241.51147461,3181208.666381836,.84085017,.073339149,.70033395,.23653366,.081980422,.087220237,.087504812,.019019388,.017697345
1975,44,191019180.6542969,147804245.4296875,35314125.46777344,2293110.90562439,.83796012,.11166208,.70529318,.22071724,.091370299,.13325465,.098670922,.012522561,.029356731
1976,44,198671502.1464844,152996983.4213867,37158147.18481445,3162318.424438477,.83354336,.089098148,.70926517,.23551148,.044096854,.10689083,.046674367,.016630203,.026949275
1977,44,207525230.9755859,158303890.2915039,39774602.25256348,3697818.878646851,.83350188,.11520735,.71867383,.23246263,.053120207,.13822086,.055849198,.018668452,.027702268
1978,44,225173043.6669922,170313013.1040039,43380458.87231445,5342296.542602539,.83267027,.14902967,.71867335,.24287471,.066166647,.17897801,.068812624,.024999812,.027255816
1979,44,239779980.2949219,181813014.3505859,46306140.30603027,6579665.907150269,.82798105,.16754559,.71737653,.27476436,.063157938,.20235437,.063658237,.02884311,.021190926
1980,44,248561645.6278076,188518375.6258545,48849384.86932373,7443526.742723465,.83453894,.15331452,.72390091,.20665383,.094546646,.18371163,.10160246,.031358626,.015088242
1981,44,231346899.9596558,174096010.0821533,47058320.63745117,7948245.090454102,.83179128,.17340489,.71644098,.17161772,.15326177,.20847164,.17258067,.035939813,.0097011207
1982,44,237394060.0097046,177241181.2219238,48858896.87042236,8000290.662483215,.82993937,.14086702,.70664203,.17897415,.13352066,.16973171,.15076584,.035383847,.013874362
1983,44,266306334.4842415,198149933.7385635,54726613.52130127,8796514.846061707,.8397218,.10718368,.70836192,.21138231,.11108225,.12764189,.12077515,.034785807,.017398281
1984,44,299354938.9154663,223769727.1851196,60612552.30529785,11127267.29021263,.84405339,.1114995,.70633477,.21169849,.10666499,.13210005,.11618859,.039127849,.012845594
1985,44,323859845.9351196,240652642.0310135,66771785.49099731,11331975.7498064,.83316696,.14340302,.69957423,.23448908,.083464779,.17211799,.089356661,.036861014,.015758183
1986,44,351549958.4997711,258207575.307457,74638514.80853271,12757503.46079397,.8366906,.14718854,.69960141,.25626901,.073388286,.17591754,.076776393,.038328536,.016914709
1987,44,360610306.4315186,264057113.2457275,77108383.12487793,12514680.98564529,.83049035,.15893503,.69629377,.2551187,.066382147,.19137493,.069772206,.03668214,.019217778
1988,44,396488884.3334961,289814748.6386108,85222486.14035034,13860938.63542461,.82668471,.16462542,.69463831,.25662905,.067885257,.19913931,.071362965,.036958832,.019144826
1989,44,416415203.8476257,304630415.7160645,88797434.8939209,15490658.39832222,.8184123,.17855562,.69283795,.26129222,.070277683,.21817319,.073656283,.039373569,.018002933
1990,44,436729663.6720734,319778149.5997925,92833719.26348877,16165922.42169875,.81936115,.17143825,.69020373,.26106021,.08171121,.20923404,.08589752,.039179489,.018207768
