year,ind2d,sale_D,cogs_D,xsga_D,kexp,theta_WI1_ct,theta_WI1_kt,theta_WI2_ct,theta_WI2_xt,theta_WI2_kt,ratio_DLEU_PF1_cap_noncap,ratio_DLEU_PF2_cap_noncap,ratio_DLEU_CS_cap_noncap,ratio_DLEU_PS_profits_go
1993,56,77320838.82849121,51600650.83175659,14572965.76477051,5559986.807935715,.88732028,.063410446,.70366758,.24381441,.059087917,.071462862,.062363103,.084021203,.07226041
1994,56,85220905.83374023,57419573.89846802,15382014.6338501,6401112.857106686,.89337474,.088616394,.71878755,.1896871,.099663794,.099192858,.10970454,.087925456,.070618875
1995,56,96397502.17199707,64907683.47473145,17644159.12805176,7972896.116646528,.89681852,.059165034,.72620177,.22223802,.069825098,.065972134,.073621012,.096580476,.060922362
1996,56,105245760.9746704,72660305.45263672,18625761.81402588,8202887.050115585,.90067458,.058357306,.73204088,.26024017,.052287824,.064792886,.05269457,.089859135,.054698702
1997,56,125395791.0266113,88812190.09082031,21303046.21520996,8402942.110277176,.90512741,.075442173,.73841226,.25180686,.075442158,.083349779,.076187335,.076310441,.054847237
1998,56,137830156.8929367,96647816.90421295,23671654.45915222,8944028.811815262,.89966315,.061060168,.73352355,.25036493,.041056048,.067870036,.041728355,.074335672,.062153719
1999,56,136369837.1017151,95186179.66016388,24821748.14312744,7927264.416795731,.89497918,.063764825,.72497952,.29219982,.040568367,.071247272,.0398832,.06605617,.061851248
2000,56,147304887.1485596,102275346.0932465,27888280.90930176,8001714.310832322,.88229012,.096399926,.70013982,.32682434,.036296595,.10926103,.035343584,.061474271,.062045097
2001,56,136064116.591465,93682275.26598358,26715222.61666489,7010046.190416336,.86737782,.11474179,.67688853,.34405807,.032888886,.13228583,.032214109,.058224186,.063621275
2002,56,136438223.6926594,94519990.15398026,26041601.90609741,6544048.007493973,.85776061,.10274994,.65485269,.39339194,-.024711983,.11978859,-.023574634,.054279707,.06840153
2003,56,139155994.4962463,97483585.87425995,26491435.48019409,6336064.554256633,.86211926,.088314272,.64400309,.4949899,-.0077059302,.10243858,-.006765564,.051107589,.063561104
2004,56,148126926.0474548,103592725.7468414,27360414.25488281,6405553.891523361,.85882652,.10872191,.61993724,.42646927,.02620264,.12659356,.025040593,.048914853,.072695978
2005,56,147631838.192802,100391261.0498734,28395365.60461426,7581347.214978456,.86875969,.083443105,.6234706,.41009003,.018631686,.096048549,.018026698,.058867503,.076296985
2006,56,157855116.8227234,107077841.8151474,29902840.36786652,9186810.609457016,.87539315,.10054061,.6182456,.37977412,.048696805,.11485194,.048793428,.067066468,.074040197
2007,56,135694082.0871582,87737539.39559174,26898261.81719971,9685295.013217926,.86739194,.17023884,.60785633,.3780733,.1781642,.19626518,.18070681,.084487528,.083813429
2008,56,131169622.4969254,86138775.13402557,26995385.34527588,7437998.810840607,.84854251,.2382143,.59436941,.3913281,.19406757,.2807335,.1968835,.065744944,.080792055
2009,56,114314526,73399712,23601140,7531808.752765656,.84160924,.22962701,.58816981,.44204825,.18766771,.27284279,.18216309,.077646829,.085569747
2010,56,123024884.4557648,78187654.41163254,24981878.74615479,7865418.436618924,.81419367,.23635876,.56750578,.52386683,.18177798,.29029796,.16655906,.076237805,.097459413
2011,56,133756494.4684486,86183510.29302216,26126660.48950195,7495843.337022752,.79935545,.25767082,.55850565,.56668621,.21159355,.32234824,.18805109,.066742338,.10429759
2012,56,130910929.3137952,84619831.46391726,25474341.83508301,7884445.326941848,.80057311,.20383598,.55275565,.57873368,.070525594,.25461257,.062329881,.071615465,.098787099
2013,56,138519330.6629639,88015317.81256104,27521123.21905518,8290166.44562149,.82164216,.2300362,.56332397,.46438396,.11721597,.27997127,.11405572,.071753696,.10606984
2014,56,142575033.2237549,90202814.93475342,28633956.43664551,8270739.521339417,.82962507,.26580927,.57069385,.3882429,.12218005,.32039687,.12741201,.069597475,.10848689
2015,56,140661937.6447754,87688677.02832031,28934071.88220215,8478164.403690338,.84434873,.30205318,.58128071,.24425456,.19342355,.3577351,.23430078,.072697349,.11062711
2016,56,145342917.7860718,88403122.64349365,31867684.32385254,8624931.424928665,.85361278,.27355289,.57508487,.28998342,.10700104,.32046485,.12369087,.071712591,.11316121
1966,61,16129.2001953125,8498.908203125,1940.081176757813,1981.165161132813,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.18978515,.22995843
1967,61,21288.85546875,12590.3466796875,2527.1669921875,2782.937255859375,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.18408696,.1591633
1968,61,27103.03125,16460.60546875,3030.302978515625,4415.72265625,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.22655295,.11793515
1969,61,35980.9609375,20908.41796875,4445.060546875,7167.322265625,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.2826958,.096166417
1970,61,39569.89453125,22457.7578125,5543.12060546875,6394.29052734375,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.22836035,.1307743
1971,61,834490.349609375,570722.6044921875,176010.8615722656,39410.83154296875,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.052777641,.057934824
1972,61,934697.494140625,617302.6689453125,212365.3522949219,44316.39123535156,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.053414606,.064954795
1973,61,1089538.665039063,703094.7602539063,259426.6311035156,60899.57702636719,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.063270882,.060684122
1974,61,1175557.330078125,743068.1245117188,285261.9497070313,58110.81433105469,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.056509886,.075807825
1975,61,1204946.854492188,777434.3427734375,284186.5222167969,39311.59356689453,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.037029788,.086322807
1976,61,1452383.761230469,884679.1171875,332996.7841796875,57169.84204101563,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.046949968,.12223905
1977,61,1582480.76171875,962034.90234375,342554.1766357422,60614.80755615234,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.046462759,.13730143
1978,61,1747433.849609375,1062524.959472656,369160.5743408203,74876.22332763672,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.052299351,.13784333
1979,61,1903122.772460938,1182814.133300781,420723.7849121094,100423.8921508789,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.062626451,.10464956
1980,61,2025904.794006348,1260919.858184814,501500.7642211914,137610.3041553497,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.078080282,.062132172
1981,61,2182434.789306641,1348322.484130859,532484.2447509766,172020.2326183319,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.091460876,.059386805
1982,61,2447638.296386719,1448270.927612305,607931.3157958984,183620.2049255371,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.089300655,.084904641
1983,61,2697574.341308594,1542347.876174927,668590.5524902344,188562.5125999451,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.085286193,.11049683
1984,61,2955922.464233398,1670769.445281982,728817.6915283203,238858.8273296356,.8058759,-.083671816,.56058729,.2349107,.079732955,-.10382717,.10023024,.099541634,.10740352
1985,61,3215228.12109375,1791921.197235107,812313.9319458008,251216.0990486145,.77841336,.30387092,.59243292,.31396368,-.018293759,.39037219,-.020182952,.096464448,.11189778
1986,61,3736961.496643066,2002054.988189697,1019617.050292969,343010.7552108765,.77206355,.23290858,.56515372,.32369611,-.02277587,.30167022,-.025623979,.11351687,.099620692
1987,61,4220636.584594727,2249656.719055176,1160012.66973877,354353.9786224365,.79727483,.087739035,.55290169,.32810411,.028376717,.11004867,.032209456,.1039262,.10818586
1988,61,4586195.787353516,2482190.957641602,1206694.761413574,371289.1660003662,.81893575,.17237543,.57810211,.35692739,.12641437,.21048711,.13519827,.10065077,.11469656
1989,61,4944972.782958984,2690922.263977051,1338350.295959473,436652.939666748,.84437233,.20999303,.58278728,.37493089,.19167913,.24869721,.20014149,.10837017,.096875615
1990,61,4901594.791748047,2738465.557006836,1259124.768493652,438507.462387085,.83238399,.11455812,.57221329,.38004953,.17086975,.13762653,.17943549,.10969295,.094968483
1991,61,4461145.609985352,2435922.606689453,1254562.122375488,383887.3261108398,.84314442,.13230707,.59713721,.40158024,.15415615,.156921,.15435411,.10402084,.086698256
1992,61,4115840.791625977,2253681.660766602,1107781.549743652,351325.3500595093,.83303094,.25417328,.63313198,.29696634,.21588111,.30511865,.23210569,.1045156,.097927071
1993,61,4395131.548950195,2396679.201538086,1206082.094177246,349180.3317108154,.84533131,.23987976,.65389663,.24996458,.24735017,.28377011,.27365947,.0969202,.10083655
1994,61,4747226.299194336,2617290.392883301,1243833.804199219,403292.5199756622,.87950784,.11087557,.70119834,.22105974,.17505738,.12606546,.18981388,.10444951,.10170351
1995,61,5406865.405639648,2945079.121643066,1450045.811096191,498381.1872253418,.88695413,.073803343,.70058507,.34081343,.074961387,.083209872,.07198146,.11339409,.094945826
1996,61,5658891.607055664,3101221.766357422,1547874.022460938,359605.3269805908,.85866165,.083002627,.68281615,.32871413,.11887556,.096665114,.11752052,.077349521,.11489715
1997,61,6124958.432128906,3340495.262817383,1633430.717590332,418469.524810791,.83289427,.17940223,.65056616,.24747996,.26758727,.21539617,.29796606,.084132642,.11960292
1998,61,12406880.32836914,6426085.557617188,3849451.314086914,795557.5859985352,.83728302,.14011881,.66556156,.2554833,.20208952,.1673494,.21941333,.077422485,.10766493
1999,61,14786463.16925049,7153534.397277832,5166735.540588379,811049.0339851379,.8504833,.13865697,.65606803,.26505846,.18499754,.16303316,.20083837,.065830462,.11193645
2000,61,15752904.22460938,7569489.17276001,5875044.623809814,923567.0606212616,.86022007,.17109869,.6330958,.27698573,.22874132,.19890107,.25134155,.068694614,.087907813
2001,61,16316747.52903748,7674611.243286133,6449095.673553467,851259.2409210205,.87616485,.1781573,.64595556,.33242762,.17086506,.20333765,.17464022,.060271658,.082233384
2002,61,18476523.12841797,9260055.184143066,6346196.83895874,842490.5261535645,.87342393,.19959043,.65213341,.3807072,.11993983,.22851495,.11612618,.053984169,.10974903
2003,61,19881962.62542725,9535220.406433105,6902061.840454102,838682.3442659378,.80900174,.30453882,.60335654,.50331658,.13158387,.37643778,.1189004,.051023178,.13107347
2004,61,21371902.31884766,9998409.952270508,7609574.341186523,873892.6557059288,.7927317,.35458079,.58741695,.48371184,.20499486,.44728979,.19138208,.049630478,.13522546
2005,61,22075299.24804688,10147979.28869629,7336058.233886719,1014354.987661839,.7768209,.38802096,.61451632,.45927972,.11032046,.49949861,.10273875,.058016062,.16203208
2006,61,22734494.32617188,10783898.16088867,7982101.732421875,1185767.682006836,.78372771,.21515709,.6410799,.41382456,.11177315,.27453041,.10595571,.063187025,.12240108
2007,61,21992624.06933594,9516625.237792969,8582648.314453125,1134682.631256104,.73887175,.16747625,.63997543,.43534413,.089306556,.22666484,.083051175,.062692165,.12543605
2008,61,24580854.07617188,10677884.34063721,9472387.760131836,1123406.224937439,.74155188,.16492333,.6206724,.46380979,.090239361,.22240295,.083209626,.055751417,.13454275
2009,61,29401898,12215109,11321790,1173724.917755127,.73756748,.14753698,.61496127,.4351871,.069346413,.20003183,.066034868,.04986744,.15955685
2010,61,32742354.0546875,13386236.20703125,12058312.1159668,1192278.951171875,.76670504,.14852268,.62619877,.42607525,.076041952,.19371553,.072264403,.046857934,.18647183
2011,61,32497271.43078613,13798905.34255981,11902356.07275391,1140458.250793457,.76938838,.23378427,.62295955,.41454256,.075217925,.3038573,.072499059,.044373628,.17403159
2012,61,30208868.75112915,13569207.56817627,11581480.80517578,1216483.423717499,.814022,.21190485,.66415149,.22861779,.13363077,.26031834,.1496812,.048367798,.12717116
2013,61,29475909.67988729,13583944.90064907,11122944.13504028,1217652.961460114,.8281278,.18299913,.68560362,.17360647,.14626421,.22097933,.17023101,.049283944,.12048373
2014,61,31598142.54907227,16300224.57305908,10707987.57971191,1473495.854408264,.84668833,.12057383,.72237426,.04492382,.14615834,.14240639,.19048443,.054557327,.098627143
2015,61,27125363.47433853,13588530.63134766,9231979.855285645,1183643.552154541,.85256976,.097552702,.73777354,.027594933,.13323021,.11442196,.17407329,.051867533,.11506609
2016,61,25693691.64074707,12953385.13671875,8637784.813476563,1152589.862735748,.86513495,.072621405,.76033652,-.021698982,.1369952,.083942287,.18547012,.053382464,.11481152
1955,62,735955.8125,448129.59375,204203.625,17711.013671875,,,,,,,,.027150257,.089559153
1956,62,783716.5625,483281.53125,217215.65625,18203.83203125,,,,,,,,.025987016,.082957983
1957,62,784360.875,475909.78125,229714.28125,20973.6328125,,,,,,,,.029723523,.073643625
1958,62,802352.9375,482000,241058.828125,21435.466796875,,,,,,,,.029645536,.072111212
1959,62,880083.5625,529384.5,264779.25,27923.45703125,,,,,,,,.035160832,.065898694
1960,62,970990.50390625,581621.58984375,299136.0283203125,57344.07421875,.92701185,.022535527,.73638147,.17999925,.055978835,.024309859,.061086874,.065107666,.033871405
1961,62,1002796.032226563,601007.521484375,310312.4357910156,55301.79766845703,.92701185,.022535527,.73638147,.17999925,.055978835,.024309859,.061086874,.060683183,.036073416
1962,62,1067432.65625,649804.3076171875,334803.775390625,57244.23986816406,.92701185,.022535527,.73638147,.17999925,.055978835,.024309859,.061086874,.058139112,.023964353
1963,62,1099391.84375,674456.7919921875,347984.7314453125,45258.64892578125,.92701185,.022535527,.73638147,.17999925,.055978835,.024309859,.061086874,.04426527,.028826548
1964,62,1170792.275390625,706604.98828125,366033.2338867188,43174.20629882813,.92701185,.022535527,.73638147,.17999925,.055978835,.024309859,.061086874,.040250484,.046959523
1965,62,1301770.008300781,791513.3686523438,391566.8187255859,49584.33648681641,.92701185,.022535527,.73638147,.17999925,.055978835,.024309859,.061086874,.041911222,.053085785
1966,62,1579158.452636719,974414.8525390625,443581.6047973633,55017.49166870117,.92701185,.022535527,.73638147,.17999925,.055978835,.024309859,.061086874,.038799457,.067215867
1967,62,1694981.009765625,1030356.329101563,483937.3271484375,62213.04357910156,.92701185,.022535527,.73638147,.17999925,.055978835,.024309859,.061086874,.041083869,.06989713
1968,62,2425231.485839844,1519849.739257813,636736.9812011719,103546.7730712891,.92701185,.022535527,.73638147,.17999925,.055978835,.024309859,.061086874,.048014194,.06807515
1969,62,3311888.859375,2118953.853027344,809033.3374023438,209399.2945556641,.92701185,.022535527,.73638147,.17999925,.055978835,.024309859,.061086874,.071516462,.052689683
1970,62,3873486.947265625,2544810.124023438,942479.73046875,242643.2602539063,.94065136,-.088989541,.75511152,.19074942,-.000047328915,-.094604172,-.000050037921,.069579318,.037060622
1971,62,4807305.669921875,2957953.170898438,1257172.063476563,265189.0744628906,.95228869,-.025445351,.73766893,.22032231,-.0087825516,-.026720207,-.009167674,.062913686,.068019673
1972,62,5547054.9765625,3406330.893554688,1419244.795166016,322621.2286987305,.94007993,.14411706,.73160714,.18535376,.075559288,.15330298,.082401864,.066856526,.071904473
1973,62,6202320.345214844,3827966.740234375,1573157.474243164,484369.8231048584,.95089853,.10873007,.73180491,.12808169,.11590905,.11434456,.13479574,.089679442,.0510819
1974,62,6549292.936035156,4197509.426757813,1606329.26373291,463479.4500427246,.95873225,.12289175,.73932999,.14356244,.14143439,.12818152,.16019435,.079857394,.043054234
1975,62,6936950.037597656,4427104.229980469,1714732.196533203,307874.2734947205,.95682561,.074948251,.73145455,.1946753,.1097296,.078330107,.11848187,.050127398,.070238262
1976,62,7799595.21484375,4968971.534179688,1886580.72265625,373386.6443481445,.9634155,-.022235654,.74587023,.2196724,.10382292,-.023080025,.10752805,.054464854,.073164865
1977,62,8421109.053710938,5334939.038085938,1995937.655273438,371799.2161026001,.95869583,-.026892938,.74601048,.21901473,.095856532,-.028051585,.099330597,.050716884,.085313365
1978,62,9843309.94140625,6285795.062988281,2144861.068481445,602963.627614975,.9642939,.022022542,.74584061,.24652451,.11560278,.022837998,.11649219,.071520366,.082257919
1979,62,8689098.762542725,5379637.410385132,2233570.871246338,447147.1514816284,.96696371,.024168881,.75307482,.2347433,.10184758,.02499461,.10310358,.058733076,.072360016
1980,62,8914697.009277344,5434330.265014648,2376033.282470703,493123.5675201416,.95944959,.038989183,.78144026,.2211446,.096465886,.040637031,.096217178,.063137084,.068562046
1981,62,8071483.303100586,4784738.959228516,2367886.725952148,403278.2111225128,.94465458,.10917817,.7834245,.21540783,.1014586,.1155747,.10157721,.05638184,.063876659
1982,62,9212835.365859985,5646739.822967529,2556085.800613403,466199.1251907349,.94164491,.047394168,.76010102,.17868575,.097578339,.050331254,.1039409,.056833968,.059027497
1983,62,11042840.8692627,6862650.418457031,2917259.098815918,516890.1996555328,.94500685,-.0050366786,.76749259,.18000267,.079184033,-.0053297798,.083571956,.052852247,.06755881
1984,62,13021442.69445801,8195458.144561768,3252135.768310547,823647.2115974426,.85403413,.09504652,.67304862,.26230717,.075519666,.11129124,.080738977,.07194937,.057612784
1985,62,15438664.3994751,10030840.49726868,3612565.452453613,917753.9815063477,.8792327,.18490174,.70296657,.10226087,.21426924,.21029899,.26609778,.067267217,.056838106
1986,62,16422448.95707703,10804262.43084717,3988279.284210205,953344.3949947357,.90258783,.17332941,.74772006,.13506112,.19173415,.19203606,.21719329,.064447641,.041197438
1987,62,21800167.78757858,14877676.17245102,4724581.182518005,1345629.89125067,.90721583,.15932524,.75665957,.19754328,.17970315,.17561999,.18832803,.068646677,.039095137
1988,62,21728578.39038849,13636173.37680054,5253078.764526367,1289846.330461025,.90598845,.1808695,.75303048,.20949152,.17910375,.19963776,.18607756,.068284668,.071310692
1989,62,22820048.90289307,14757569.44833374,5654073.824066162,1270676.604667664,.9220916,.17068756,.76483941,.19188255,.18903314,.18510911,.1975842,.06225254,.049856555
1990,62,26097661.23028564,17196285.62924194,6173949.19720459,1295837.378202438,.90928185,.11160114,.739829,.28016326,.11052814,.12273548,.10836174,.055448197,.054855071
1991,62,29461122.25460815,19071603.86639404,7113703.034469604,1266293.291797161,.87712121,.11283634,.69806302,.27558595,.13312227,.12864394,.13672511,.048358925,.068209283
1992,62,36583559.03125,24824526.09552002,8117879.732177734,1376120.825312138,.86334068,.10298514,.69247931,.23798603,.11148953,.1192868,.11982127,.041773539,.061913941
1993,62,40070205.69030762,28094813.89898682,7991408.020812988,1622418.525598049,.85605067,.059731483,.69329268,.25197718,.088137314,.069775641,.093240373,.0449595,.058935691
1994,62,44979992.67037964,31601658.53848267,8772017.371337891,2147014.865175486,.8538115,.050102074,.71039063,.20482239,.089541763,.058680486,.097837076,.053178582,.054675464
1995,62,50329896.6985569,36247895.04072571,9487968.921081543,2468151.946499825,.85350442,.024906715,.72639281,.18993728,.07474608,.029181706,.081571132,.053965352,.042238925
1996,62,55143903.67211914,40996368.27090454,8897152.340881348,2745696.608253479,.86157292,.041648164,.73547316,.18809579,.083945915,.048339687,.090892963,.055031125,.045420911
1997,62,74303456.828125,54992540.50793457,12610848.21012878,3201221.207504272,.86174536,.058401976,.73802954,.21143402,.09457811,.067771733,.099612154,.04735297,.047088616
1998,62,79723208.26301575,59225672.04508972,12893870.65457153,3116416.950165749,.86895496,.058658864,.74526364,.18787269,.090668298,.067505069,.097165115,.043211825,.056285348
1999,62,85158498.84317017,63665860.36190796,14503551.65222168,3092553.546185851,.87621295,.056273527,.7399655,.19913802,.074730732,.064223573,.079576671,.039562196,.045756247
2000,62,92967028.23452759,69353285.63536072,15609470.17779541,3296485.045310974,.87325388,.0975805,.72757763,.21281064,.10691389,.11174356,.11369123,.038799178,.050639324
2001,62,95668543.0479126,71054438.47039795,16300888.70504761,2913991.851159289,.87185067,.12107939,.71995175,.2424417,.091700941,.13887629,.095284253,.033357918,.056436773
2002,62,115714138.0943756,85035360.29837036,18169484.74807739,4314417.926190466,.87242079,.09045805,.71215945,.22496642,.079427771,.10368627,.084756777,.041804414,.070819996
2003,62,130055640.1641235,96655503.68191528,20328750.43640137,4452278.095066071,.86593795,.12602615,.69788998,.26804096,.1127255,.14553717,.1167014,.03805878,.066272467
2004,62,130920023.0170288,96725952.08276367,21166186.57391357,4311933.858060837,.85661525,.16796926,.686409,.33612758,.11109048,.19608483,.10864206,.036575247,.066574618
2005,62,133235905.135376,98096147.2923584,21004188.57885742,5459406.957216263,.85764706,.13215297,.69089687,.3104918,.086296007,.15408783,.086176336,.045838721,.065118797
2006,62,151225211.5334473,111229403.3693237,24122027.48370361,7005922.922355652,.85133278,.14910987,.70408791,.28310904,.10753562,.17514874,.10893026,.051760983,.058640074
2007,62,179821676.1875763,134675518.8625336,26857368.30007935,6701479.140506744,.83795178,.17721236,.70224988,.30746561,.12390956,.21148276,.12271731,.041486777,.064437784
2008,62,201408690.6224976,151799945.2375488,29009244.45483398,6323355.836856842,.82581204,.16082175,.70710361,.32455143,.098719396,.19474377,.095690317,.034972537,.070881478
2009,62,214002193,160619229,31119600,6263432.75460434,.81338543,.15039063,.6973905,.32584235,.10614437,.18489467,.10373432,.032666482,.074765265
2010,62,217699409.0966797,162739784.2426758,31571027.44250488,6404405.197681427,.80699396,.19007309,.69018954,.35990152,.12337881,.23553222,.11749344,.032959592,.078016713
2011,62,267603674.8392029,204518485.9439087,31910437.84313965,9754632.527370453,.79690272,.15937948,.67478627,.32336536,.10092662,.19999866,.10111351,.041258205,.080044188
2012,62,280922220.6100464,216735748.6271973,31883993.78308105,10527610.16851234,.7993319,.14432152,.67051709,.20774253,.11283523,.18055268,.12847593,.042344224,.077512085
2013,62,283256076.7249641,217962985.7371655,33099301.85348511,10702262.57674628,.80802816,.22329092,.68222725,.21493623,.17608134,.27634051,.19626451,.042627919,.075873137
2014,62,307224269.6176834,237105017.4887829,35464814.01062012,11165205.41044211,.81416452,.18714345,.70528328,.15106371,.17373645,.2298595,.2028809,.040962733,.076456308
2015,62,339156132.7561111,265236137.5983582,36418145.71890259,12286085.34995985,.81747442,.19194442,.71481568,.13150276,.19406149,.23480174,.2293008,.040729027,.074348539
2016,62,369003441.5320215,291244384.7217636,38667690.09602737,12872495.46643829,.83033842,.19310071,.74354845,.17509381,.17005815,.23255663,.185119,.039017957,.071053192
1959,71,729245.25,451470.6875,185879.21875,46646.703125,.90958315,.03422834,.80290687,-.037520386,.03944869,.037630796,.051540874,.073188528,.062048592
1960,71,811924.28125,461749.7548828125,210676.8944091797,52598.35864257813,.90958315,.03422834,.80290687,-.037520386,.03944869,.037630796,.051540874,.078221701,.10702879
1961,71,868802.4130859375,484321.9731445313,223511.4469451904,47246.58435058594,.90958315,.03422834,.80290687,-.037520386,.03944869,.037630796,.051540874,.066748172,.1308956
1962,71,862126.82421875,566532.4990234375,245946.5497741699,51905.9814453125,.90958315,.03422834,.80290687,-.037520386,.03944869,.037630796,.051540874,.063885935,-.0026193431
1963,71,844252.7890625,721180.94140625,278653.1796875,50819.23461914063,.90958315,.03422834,.80290687,-.037520386,.03944869,.037630796,.051540874,.050827667,-.24447721
1964,71,291527.3671875,187416.28515625,53400.48999023438,30033.20678710938,.90958315,.03422834,.80290687,-.037520386,.03944869,.037630796,.051540874,.12471393,.070927769
1965,71,314716.5625,207807.48046875,60368.98095703125,34700.50219726563,.90958315,.03422834,.80290687,-.037520386,.03944869,.037630796,.051540874,.12939429,.037619878
1966,71,327821.69140625,208056.7993164063,64007.0751953125,59196.2353515625,.90958315,.03422834,.80290687,-.037520386,.03944869,.037630796,.051540874,.21758212,-.010488685
1967,71,344144.55859375,215092.240234375,69178.67102050781,66114.943359375,.90958315,.03422834,.80290687,-.037520386,.03944869,.037630796,.051540874,.23257723,-.018135682
1968,71,1630138.188476563,997110.28125,397328.490234375,145663.5703125,.90958315,.03422834,.80290687,-.037520386,.03944869,.037630796,.051540874,.10446036,.055232033
1969,71,1123629.978515625,708982.533203125,225164.0307617188,161513.8728027344,.90958315,.03422834,.80290687,-.037520386,.03944869,.037630796,.051540874,.17289993,.024892129
1970,71,1765025.228515625,1141233.267578125,480043.8942871094,212061.4392089844,.88627529,.10477757,.76410145,.19932231,.010075115,.11822238,.010457615,.13079901,-.038703907
1971,71,1709131.1328125,1001202.983398438,385868.8247070313,178266.7739257813,.88508749,.067079484,.76909733,.22567554,-.063861817,.075788535,-.064197384,.12852022,.084131956
1972,71,1947879.736328125,1148236.130859375,418708.2092285156,233023.953125,.87722033,.16929011,.76339197,.24153017,.051364981,.19298472,.051113393,.14871234,.075934589
1973,71,2255602.918457031,1400873.385498047,475652.2002563477,375860.1696777344,.87881202,.13522993,.80840832,.071413405,.14901774,.15387811,.16937265,.20029579,.0014262985
1974,71,2750557.341796875,1745273.095092773,510411.7338867188,393726.2619781494,.92957771,.15988468,.73742372,.62169516,-.11153363,.1719971,-.082063191,.17454843,.036773004
1975,71,2872866.936767578,1858313.358642578,507125.3129882813,244685.7072639465,.92106068,.12808934,.73045778,.84024262,-.24325988,.1390672,-.15487351,.103442,.09145657
1976,71,2193739.2890625,1463475.338745117,413561.4970703125,269694.1777000427,.90777403,.35255104,.74500257,.60733825,.12781404,.38836873,.094513185,.14368081,.021428378
1977,71,2372895.559082031,1510331.122314453,447709.7504882813,267830.7787055969,.90786695,.080800839,.74864775,.65774298,-.0029304631,.089000747,-.0020836764,.13678508,.061959706
1978,71,3144387.490234375,1875445.043701172,506348.293762207,346502.3827819824,.92099631,.071335122,.75688589,.57049555,.022856975,.077454299,.017219597,.14547962,.13232841
1979,71,3722846.599365234,2230035.418701172,597140.1888427734,604439.7771759033,.88909638,.091606848,.71845549,.46892703,.053235654,.10303365,.044834461,.21379633,.078228101
1980,71,6023953.558349609,3757440.764160156,963427.8413085938,870247.5181350708,.91941708,.056703094,.69448858,.38805693,-.0044177314,.061672874,-.0040808734,.18434055,.071852721
1981,71,5195226.904266357,3221695.335754395,950989.2373580933,891631.8762207031,.96328419,.049381617,.64653796,.4235715,-.024872534,.051263809,-.023242982,.21368302,.025198217
1982,71,6029202.447143555,3893405.764038086,1009644.887199402,945043.1234817505,.97776777,.060174447,.61236107,.42088032,-.046135206,.061542679,-.044650946,.19274594,.030038578
1983,71,5908300.084106445,3915386.244384766,1116783.053928375,1005129.666894913,.97599107,.051937055,.58305061,.4623836,-.063473374,.053214684,-.060714845,.19974083,-.021833502
1984,71,6979085.44543457,4645597.684875488,1208298.022171021,1322462.311645508,.9548254,.067586981,.53241146,.48911762,-.040107001,.070784651,-.039261732,.2259115,-.028266249
1985,71,7989050.559814453,5002503.656799316,1813661.000015259,1420941.888570786,.83844715,.29778886,.47434464,.60016686,.12938525,.35516712,.12041309,.20846649,-.031049496
1986,71,8553160.336853027,5507209.64250946,1893024.764884949,1482993.230488539,.94898802,.073744126,.59377569,.63831776,.046827327,.07770817,.038006313,.20039815,-.0385901
1987,71,9798902.498527527,6009620.792663574,2276348.914016724,1869891.522665024,.99052459,-.07189285,.61854476,.63366336,-.02156711,-.072580583,-.017223263,.22566961,-.03642844
1988,71,9259273.442577362,6076253.055847168,1678408.696311951,1682070.803302765,.99504143,-.052400641,.6094085,.67543805,.009779443,-.052661769,.0076113706,.21691091,-.019165555
1989,71,8749386.305625916,5738016.28755188,1705028.848236084,1749619.029981613,1.0186181,.086664222,.62182862,.64827973,.057917453,.085080191,.045600403,.23506764,-.050663881
1990,71,13163865.97412109,8204750.126708984,3145933.960327148,2517094.263954163,1.0557325,.045134969,.65650541,.41884741,.062522218,.042752277,.05814112,.22175705,-.053473074
1991,71,12719888.07641602,8058261.338989258,2909167.690063477,1940992.227409363,.97512698,.1282286,.56749851,.27609566,.12024377,.13149939,.14253746,.17697787,-.014821921
